primary key,Category,Price Tier,Neighborhood,Opening Time,Closing Time,Average Rating,Good for kid
466,Caribbean,High,Gramercy,9:01,23:42,2.2,true
467,French,Low,Nolita,10:21,19:31,1.6,false
468,Caribbean,Medium,Greenwich Village,9:03,14:56,1.7,false
469,Russian,High,Little Neck,9:03,20:49,4.7,false
470,Argentine,Medium,Jackson Heights,10:06,19:58,2.2,false
471,American,Medium,East Harlem,8:04,15:14,4.8,false
472,German,High,Ozone Park,10:25,23:28,2.9,false
473,Spanish,High,Douglaston,10:08,17:01,3.5,true
474,Filipino,High,Little Neck,8:28,14:35,3.3,false
475,Mexican,Medium,East Village,8:00,21:11,1.9,false
476,Russian,Low,Midtown,10:40,23:42,4.2,true
477,Italian,Low,Middle Village,8:05,23:34,3.8,false
478,Argentine,High,West Village,8:12,19:05,4.8,false
479,Lebanese,Low,Glendale,9:36,12:00,3.6,true
480,Italian,Low,Bayside,8:02,16:05,3.2,false
481,Chinese,High,Astoria,8:33,19:35,4.4,false
482,Thai,High,Queens Village,10:51,13:10,3.2,false
483,Brazilian,Medium,Jackson Heights,8:39,15:07,1.6,false
484,Indian,Medium,Hollis,8:36,15:29,1.8,true
485,German,Low,Queens Village,8:41,17:21,3.9,true
486,Spanish,Low,Gramercy,9:46,16:31,4.4,false
487,Spanish,Medium,Middle Village,9:04,20:05,1.7,false
488,Argentine,Medium,South Ozone Park,11:50,16:50,2.8,true
489,Caribbean,High,Flatiron District,8:13,18:50,4.0,false
490,Korean,Medium,Flatiron District,9:38,19:13,4.6,false
491,Korean,Low,Middle Village,9:57,12:45,4.1,true
492,Japanese,High,Ozone Park,9:40,14:34,4.5,true
493,Moroccan,Medium,Glendale,8:57,18:41,1.9,false
494,Peruvian,High,Richmond Hill,10:30,16:38,4.6,false
495,Brazilian,High,Douglaston,9:13,14:28,2.5,false
496,Chinese,High,Forest Hills,9:44,23:49,2.4,true
497,Indian,Low,Richmond Hill,8:48,12:36,2.7,false
498,Thai,High,Rego Park,11:47,15:30,5.0,false
499,Thai,Low,Hollis,10:56,14:18,2.9,true
500,American,Medium,East Village,8:20,16:53,4.1,false
501,Chinese,Medium,Chelsea,9:50,13:47,2.0,true
502,German,High,Upper West Side,9:06,16:52,4.1,true
503,Korean,Medium,Flushing,8:25,18:10,3.8,false
504,Spanish,High,Nolita,10:15,22:08,2.2,false
505,German,Medium,Bayside,11:39,21:37,2.4,true
506,Mexican,High,Tribeca,9:39,16:03,4.4,true
507,Peruvian,High,Corona,9:41,16:57,2.5,true
508,Chinese,High,Hell's Kitchen,11:44,19:18,4.9,true
509,American,Medium,Little Italy,10:45,23:31,4.6,false
510,Mexican,Medium,Gramercy,9:39,16:16,4.4,true
511,Mexican,High,Fort George,11:49,17:52,3.6,false
512,Korean,Low,Kew Gardens,9:25,18:42,4.0,false
513,Mediterranean,Medium,Ridgewood,11:45,22:22,3.9,true
514,American,High,Little Italy,10:06,22:35,2.9,true
515,Brazilian,Medium,Woodhaven,9:30,18:25,2.5,true
516,Japanese,Low,Jamaica,10:04,16:31,2.9,true
517,Brazilian,High,Chelsea,10:01,13:30,1.6,true
518,German,High,Battery Park City,11:52,17:16,2.2,false
519,Turkish,Low,Gramercy,10:05,22:28,2.6,false
520,Brazilian,Low,Upper West Side,11:34,20:18,2.5,false
521,Moroccan,Medium,Woodside,10:25,19:52,3.9,false
522,German,Low,East Village,10:19,15:15,3.0,true
523,Spanish,High,Richmond Hill,10:20,20:41,4.3,true
524,Russian,Low,Lower East Side,11:16,21:10,1.3,false
525,Lebanese,Medium,Forest Hills,10:42,20:25,4.5,false
526,Vietnamese,High,Chelsea,9:59,17:03,3.9,true
527,Mediterranean,Low,Midtown,10:23,20:46,3.3,false
528,Filipino,Low,Bayside,10:08,20:14,2.1,true
529,Brazilian,Low,Corona,8:28,15:25,3.6,true
530,Mediterranean,Medium,Financial District,10:14,17:27,3.7,true
531,German,Medium,Forest Hills,9:27,21:43,1.9,false
532,Vietnamese,Medium,Chinatown,9:38,19:28,2.3,false
533,American,High,Flushing,11:25,18:18,1.9,false
534,Mediterranean,Low,Jamaica,9:19,16:26,1.4,false
535,Caribbean,High,Greenwich Village,10:40,17:24,2.6,false
536,Greek,Low,Fort George,9:21,13:25,1.9,true
537,Korean,Medium,Elmhurst,8:56,18:14,4.2,true
538,Brazilian,Medium,Flatiron District,8:37,21:07,4.0,false
539,Mediterranean,Medium,Long Island City,11:35,17:32,2.8,false
540,Lebanese,High,Rego Park,8:34,19:42,4.8,false
541,Spanish,Low,Forest Hills,10:02,17:51,3.0,false
542,Lebanese,Medium,Forest Hills,11:20,19:14,1.3,false
543,Peruvian,Low,Glendale,11:12,16:36,1.5,false
544,Moroccan,High,Jackson Heights,11:54,13:33,4.5,true
545,Indian,High,Upper East Side,11:02,19:11,2.0,false
546,Polish,Low,Elmhurst,9:38,15:19,2.6,true
547,Turkish,High,Upper East Side,10:13,14:12,1.5,false
548,Ethiopian,Low,Douglaston,8:58,23:10,4.6,true
549,Caribbean,Medium,Fresh Meadows,10:29,14:26,4.7,true
550,Turkish,Medium,Bayside,11:43,14:08,4.4,false
551,Caribbean,Medium,Middle Village,10:31,19:30,2.3,true
552,Russian,Medium,Flatiron District,8:10,18:37,3.4,true
553,Lebanese,Low,SoHo,11:25,12:41,5.0,true
554,Peruvian,Low,South Ozone Park,9:55,18:43,2.4,true
555,Thai,Medium,West Village,10:27,15:47,4.8,false
556,Moroccan,Low,Kew Gardens,10:08,13:02,2.6,false
557,Lebanese,Medium,East Village,8:25,20:51,5.0,true
558,Italian,Medium,South Ozone Park,11:19,12:54,1.5,true
559,French,Medium,Jackson Heights,8:31,14:56,4.1,false
560,French,Low,Tribeca,11:53,17:35,4.0,true
561,Argentine,Medium,Sunnyside,11:00,16:11,1.2,false
562,American,High,Battery Park City,8:26,15:39,1.7,false
563,Vietnamese,Low,Rego Park,8:20,18:43,3.7,false
564,Lebanese,Low,Corona,9:50,19:00,4.5,false
565,Filipino,Low,Chelsea,10:06,17:36,3.6,false
566,Turkish,Low,Little Italy,10:06,20:59,4.3,false
567,German,High,Inwood,11:43,16:23,2.8,true
568,Spanish,Medium,Bayside,9:08,16:41,3.5,true
569,Lebanese,Medium,Douglaston,9:53,20:06,3.3,false
570,Mexican,Medium,Murray Hill,9:03,23:12,3.9,false
571,Argentine,Low,Chinatown,11:17,15:56,1.9,true
572,Greek,Low,Glendale,11:26,16:39,4.6,false
573,Japanese,Medium,Kew Gardens,9:08,20:15,3.7,false
574,Peruvian,Medium,Flushing,11:16,13:44,1.3,false
575,Polish,Low,Ridgewood,11:15,12:27,4.3,false
576,Caribbean,Low,Hell's Kitchen,10:30,21:55,1.9,false
577,Mediterranean,High,Flatiron District,11:41,13:00,3.0,false
578,Spanish,Medium,Kew Gardens,11:25,13:26,3.1,true
579,Japanese,Medium,Richmond Hill,10:27,14:05,3.6,true
580,Peruvian,Medium,Fresh Meadows,9:30,16:26,3.6,false
581,Turkish,High,Douglaston,8:01,21:44,2.3,true
582,German,Medium,Ridgewood,8:37,13:36,3.8,true
583,Greek,Medium,Rego Park,11:42,23:34,3.3,false
584,Thai,Low,Chinatown,8:22,22:44,2.9,true
585,Ethiopian,Low,Hell's Kitchen,9:06,23:42,2.9,false
586,Mexican,High,Meatpacking District,8:42,19:19,2.4,false
587,Peruvian,High,Flushing,9:05,15:47,3.2,false
588,Mediterranean,Medium,Fort George,8:31,13:28,2.5,false
589,Mediterranean,Low,Astoria,10:06,16:26,3.4,true
590,Italian,Low,Jackson Heights,11:13,22:55,1.3,false
591,Polish,Medium,Jamaica,9:20,19:16,2.1,false
592,Japanese,High,Murray Hill,10:36,17:39,2.2,false
593,Brazilian,High,Battery Park City,11:37,13:30,2.4,false
594,Turkish,Low,South Ozone Park,10:01,15:09,2.1,true
595,Thai,Medium,Astoria,9:01,16:52,1.2,true
596,Japanese,Low,Hollis,8:30,12:46,3.2,false
597,Caribbean,Low,Astoria,10:03,21:03,2.6,false
598,Vietnamese,Medium,Ozone Park,9:16,12:47,1.2,false
599,Indian,High,Sunnyside,9:58,19:45,2.3,true
600,French,Medium,Sunnyside,11:24,20:23,4.3,true
601,Japanese,Low,West Village,10:12,23:02,1.4,false
602,Caribbean,High,Douglaston,9:46,15:13,1.0,true
603,Moroccan,Medium,West Village,10:43,16:44,1.2,false
604,Korean,Medium,Financial District,11:16,17:52,4.4,false
605,Japanese,High,Bayside,10:32,21:18,2.6,false
606,Caribbean,High,Little Italy,8:58,13:45,3.3,false
607,Moroccan,High,Union Square,9:04,23:28,4.9,true
608,Greek,Low,Morningside Heights,10:38,21:10,1.6,false
609,Turkish,Medium,Kew Gardens,9:43,13:44,2.9,true
610,Japanese,Medium,Hell's Kitchen,9:34,20:08,3.3,false
611,Filipino,High,Midtown,11:30,23:49,3.7,false
612,Mediterranean,High,Flushing,10:52,18:56,3.2,true
613,Brazilian,Low,Lower East Side,8:16,14:47,3.7,false
614,German,Low,Midtown,9:19,13:34,1.3,false
615,German,High,East Harlem,8:00,15:19,3.3,true
616,Argentine,Low,Little Italy,11:57,16:44,2.2,true
617,Vietnamese,Medium,Gramercy,9:12,22:26,4.7,true
618,Polish,Medium,Hollis,11:29,20:50,2.2,false
619,Mexican,Low,Douglaston,9:03,21:16,4.1,true
620,Russian,High,Woodside,8:09,23:50,2.6,false
621,Japanese,High,South Ozone Park,8:48,16:12,2.9,true
622,Argentine,Medium,Little Neck,10:40,14:49,1.1,true
623,Caribbean,Medium,Tribeca,8:28,14:31,2.7,false
624,Mexican,Medium,Ridgewood,9:54,17:49,2.0,false
625,French,Medium,Greenwich Village,10:28,23:29,2.9,false
626,Turkish,High,Jamaica,8:51,14:30,1.5,true
627,Polish,High,Corona,11:25,19:15,2.1,false
628,Argentine,Medium,Woodside,10:41,19:59,3.5,true
629,Greek,High,Murray Hill,9:20,17:29,4.8,false
630,Moroccan,Medium,Astoria,9:43,19:08,3.8,true
631,Spanish,Low,Kew Gardens,8:56,16:32,4.4,true
632,Thai,High,Financial District,9:50,15:19,4.8,false
633,French,Medium,South Ozone Park,11:17,15:35,4.3,true
634,Russian,Medium,Sunnyside,8:23,17:29,2.6,true
635,Lebanese,Medium,Jamaica,9:03,20:33,3.4,true
636,Caribbean,Low,Tribeca,10:42,19:00,4.0,true
637,Korean,Low,Woodside,8:11,18:05,1.0,false
638,Turkish,Medium,Queens Village,10:49,17:52,4.7,true
639,Polish,Low,South Ozone Park,9:33,21:55,4.0,false
640,Indian,High,Chinatown,11:33,19:37,1.8,false
641,Moroccan,High,Elmhurst,10:49,17:46,3.5,true
642,French,High,SoHo,11:16,15:02,1.4,false
643,Polish,High,Long Island City,8:21,19:54,2.7,false
644,Italian,High,Gramercy,9:13,17:29,1.7,false
645,Chinese,High,Ridgewood,8:53,17:50,2.7,false
646,Ethiopian,Medium,Glendale,9:07,19:35,4.9,true
647,Italian,Medium,Little Italy,9:18,20:36,1.2,true
648,Filipino,Low,Harlem,9:55,23:47,3.8,true
649,American,Medium,Upper East Side,11:01,18:18,1.7,true
650,Vietnamese,High,Douglaston,11:37,23:15,3.1,false
651,Japanese,High,Washington Heights,10:04,18:40,2.0,false
652,Chinese,Low,Upper East Side,10:47,23:00,4.6,true
653,Peruvian,High,Morningside Heights,10:32,20:05,4.8,false
654,Mediterranean,High,Tribeca,11:52,19:43,2.4,false
655,Argentine,High,Middle Village,11:36,19:13,2.4,false
656,Thai,Medium,Greenwich Village,10:42,22:53,4.2,false
657,Vietnamese,Low,Nolita,9:24,15:30,4.0,true
658,Spanish,High,Hell's Kitchen,11:32,20:50,1.5,true
659,Polish,Medium,Washington Heights,11:45,20:08,2.4,false
660,Mediterranean,Medium,Greenwich Village,9:03,17:20,1.8,false
661,German,Low,East Harlem,10:09,12:22,4.0,false
662,Polish,Medium,Douglaston,10:28,14:42,2.8,false
663,Ethiopian,Medium,Fresh Meadows,11:04,17:38,4.5,true
664,Turkish,Medium,Forest Hills,10:05,20:04,2.4,false
665,German,Medium,Sunnyside,8:16,23:23,1.3,false
666,Turkish,High,Kew Gardens,8:18,18:01,1.2,false
667,Polish,Low,Douglaston,9:41,14:46,3.3,false
668,Japanese,Medium,Upper West Side,11:57,16:46,3.5,true
669,Russian,Low,Upper East Side,9:09,18:21,2.7,true
670,Chinese,Low,Washington Heights,11:03,12:08,2.4,true
671,American,Medium,Fresh Meadows,9:54,23:23,4.5,true
672,Brazilian,Medium,Murray Hill,10:54,14:20,4.3,false
673,Chinese,High,South Ozone Park,8:05,15:37,3.6,true
674,Italian,High,Nolita,9:45,22:00,2.3,true
675,Greek,Low,Kew Gardens,9:54,23:20,1.5,false
676,Mediterranean,Medium,Fresh Meadows,8:30,23:24,1.2,true
677,Peruvian,High,Little Neck,8:50,18:15,2.6,false
678,Moroccan,Low,Sunnyside,10:51,20:00,1.7,true
679,Italian,Low,Morningside Heights,10:29,23:51,4.8,false
680,Thai,High,Inwood,8:41,17:02,4.8,false
681,Indian,High,Fresh Meadows,11:21,19:51,3.0,true
682,Caribbean,High,Forest Hills,11:32,19:35,3.8,true
683,Caribbean,Medium,Upper East Side,9:08,13:28,1.9,false
684,Thai,Medium,Kew Gardens,8:49,16:51,3.3,false
685,Mexican,High,Forest Hills,8:48,17:54,4.8,false
686,Thai,High,Morningside Heights,10:22,21:43,4.0,true
687,Mediterranean,High,Hell's Kitchen,9:27,14:11,4.7,true
688,Vietnamese,Medium,Battery Park City,9:43,18:08,4.7,true
689,Moroccan,Low,Douglaston,11:41,12:47,1.4,false
690,Japanese,High,Murray Hill,10:40,14:14,2.7,false
691,Japanese,Low,Bayside,8:21,15:12,4.9,true
692,Peruvian,Low,Kew Gardens,11:49,21:38,1.8,false
693,Korean,Medium,Battery Park City,8:51,14:02,3.9,false
694,Moroccan,Low,Corona,10:50,19:27,2.4,true
695,Filipino,High,Corona,11:52,15:39,1.6,true
696,Indian,Medium,Douglaston,11:09,13:58,4.4,true
697,Polish,Low,Fresh Meadows,8:36,23:51,3.0,true
698,Moroccan,Medium,Upper West Side,9:48,12:49,1.3,false
699,Mexican,Medium,Inwood,9:54,23:03,1.6,false
700,French,High,Greenwich Village,9:28,12:18,3.0,false
701,Vietnamese,Medium,West Village,10:19,22:53,1.6,true
702,Korean,Medium,Battery Park City,9:47,15:45,5.0,false
703,Peruvian,Low,East Harlem,11:51,17:47,2.7,true
704,Caribbean,Medium,Financial District,10:32,21:50,4.8,true
705,Korean,Low,Chelsea,10:19,16:55,1.6,false
706,American,Low,Flushing,11:44,12:51,4.7,false
707,Thai,Low,Richmond Hill,8:14,19:31,1.8,true
708,Russian,High,Harlem,10:24,20:00,2.5,true
709,Turkish,Medium,Middle Village,10:46,21:21,1.7,false
710,Japanese,High,East Harlem,8:31,13:51,2.1,false
711,Ethiopian,High,South Ozone Park,9:25,21:27,1.4,true
712,Turkish,High,Little Italy,9:15,15:39,1.9,true
713,Peruvian,Low,Jamaica,11:37,23:32,2.0,false
714,Ethiopian,Low,Flatiron District,11:49,15:08,1.8,false
715,French,Medium,Flatiron District,11:45,13:24,1.6,false
716,American,High,Fresh Meadows,8:14,21:43,1.3,true
717,Moroccan,Medium,Woodhaven,8:17,22:35,2.0,true
718,American,High,Astoria,10:43,15:53,2.1,false
719,Ethiopian,High,Meatpacking District,10:17,16:11,3.7,true
720,Filipino,Low,Morningside Heights,8:11,18:35,3.0,false
721,French,High,Corona,8:34,15:03,3.7,true
722,Russian,High,Upper West Side,11:09,19:48,4.1,false
723,Filipino,Low,Bayside,8:37,19:26,3.9,false
724,Filipino,Low,Ozone Park,11:26,12:46,1.6,true
725,Polish,High,Tribeca,11:45,17:05,1.6,true
726,Brazilian,High,Greenwich Village,9:46,22:41,4.9,true
727,Russian,Medium,Fresh Meadows,11:10,18:10,2.2,false
728,Thai,Medium,Kew Gardens,8:35,16:08,4.0,true
729,Japanese,Medium,Washington Heights,9:48,20:45,3.7,false
730,Spanish,Medium,Elmhurst,9:10,19:22,4.3,true
731,Moroccan,Low,Ridgewood,9:39,17:47,1.9,true
732,Greek,Medium,East Harlem,11:00,18:22,1.8,false
733,American,Medium,Union Square,10:40,17:42,4.0,false
734,Moroccan,High,West Village,8:35,19:49,2.6,true
735,Polish,Low,Astoria,8:13,18:11,4.1,true
736,Indian,Medium,Greenwich Village,10:05,16:24,1.7,true
737,Caribbean,Low,Little Neck,11:38,22:03,4.7,false
738,German,Medium,Sunnyside,9:43,18:35,1.9,true
739,Mexican,Low,Glendale,10:34,14:19,5.0,true
740,Mexican,Low,Jackson Heights,10:03,16:32,2.6,true
741,Greek,High,Middle Village,9:07,14:17,4.3,true
742,Thai,Medium,Woodhaven,8:28,21:14,3.1,true
743,Italian,Medium,Woodside,11:35,18:45,4.8,false
744,Spanish,Low,Rego Park,8:26,12:11,3.4,false
745,Korean,High,Corona,10:31,14:25,4.3,true
746,Polish,Medium,Upper East Side,8:07,17:10,1.1,false
747,Moroccan,Low,Jackson Heights,9:27,13:11,1.5,false
748,American,Low,Sunnyside,9:42,23:33,3.4,false
749,Greek,Low,Tribeca,11:29,18:11,3.6,false
750,French,Low,Upper East Side,9:46,21:16,2.1,true
751,Argentine,High,Greenwich Village,11:51,21:56,4.8,true
752,Polish,Medium,Harlem,9:10,17:17,4.1,true
753,Caribbean,Medium,Fort George,9:33,21:28,2.7,false
754,Italian,Low,East Village,9:43,20:33,4.8,true
755,Mexican,Medium,Sunnyside,10:57,21:51,3.2,false
756,Mexican,High,Gramercy,9:02,12:16,2.8,true
757,Vietnamese,High,East Harlem,10:28,22:25,3.2,false
758,Argentine,Medium,West Village,10:21,17:26,4.9,false
759,Moroccan,Low,Meatpacking District,10:32,19:01,2.1,false
760,French,High,East Harlem,10:00,19:33,1.6,true
761,Chinese,High,Elmhurst,11:34,22:26,2.8,false
762,Caribbean,High,West Village,11:36,18:48,3.5,true
763,Caribbean,High,Woodside,8:10,15:34,2.0,true
764,Brazilian,Medium,Little Neck,10:35,13:51,1.2,false
765,Vietnamese,High,Bayside,10:18,21:11,4.6,false
766,Mexican,Medium,West Village,10:53,15:36,4.9,false
767,Spanish,Low,Tribeca,11:46,18:46,4.7,false
768,Caribbean,Medium,Ridgewood,10:18,21:26,2.2,true
769,Ethiopian,High,Ridgewood,8:19,23:47,1.0,false
770,Greek,Medium,Fresh Meadows,9:58,16:02,2.5,false
771,Caribbean,High,Corona,9:40,23:07,3.3,false
772,Filipino,Low,Bayside,11:10,18:45,1.9,true
773,Peruvian,Low,Middle Village,11:06,19:36,1.6,false
774,Spanish,Medium,Douglaston,10:56,20:02,5.0,true
775,Filipino,High,Ozone Park,9:51,18:07,1.9,false
776,Caribbean,Medium,Harlem,11:48,16:19,2.1,false
777,Moroccan,Medium,Woodside,11:29,16:57,3.8,true
778,French,High,Woodhaven,11:07,16:14,2.4,false
779,Lebanese,Low,Tribeca,9:14,14:04,1.6,true
780,Thai,Medium,Flushing,9:12,16:09,2.9,false
781,Argentine,Medium,Upper East Side,9:17,20:41,3.0,true
782,Greek,High,Washington Heights,10:11,19:31,4.9,false
783,Filipino,High,West Village,10:50,23:40,3.5,false
784,Spanish,Medium,Little Neck,10:44,19:35,2.5,true
785,Ethiopian,High,Little Neck,10:40,16:08,5.0,false
786,Italian,Low,Morningside Heights,11:53,18:22,4.6,false
787,Chinese,High,Ozone Park,8:09,18:59,2.7,false
788,Korean,High,East Harlem,8:25,20:11,2.2,false
789,French,High,Elmhurst,8:02,17:53,1.1,false
790,American,Low,Morningside Heights,8:18,14:07,4.5,true
791,American,Medium,Bayside,8:15,16:41,2.8,true
792,Ethiopian,Medium,Morningside Heights,8:48,22:15,3.9,true
793,German,Medium,Jackson Heights,8:57,16:06,3.4,true
794,Italian,Low,Astoria,9:39,17:05,1.9,true
795,Lebanese,High,Financial District,10:10,15:09,4.8,true
796,Mexican,Medium,Hell's Kitchen,8:05,13:16,2.8,true
797,Moroccan,Medium,Midtown,10:21,21:26,4.6,false
798,Caribbean,Medium,Glendale,11:43,18:25,3.6,false
799,French,Medium,West Village,8:46,13:35,1.5,true
800,Korean,Medium,Chinatown,8:17,13:48,2.7,false
801,Italian,Low,Forest Hills,9:11,18:15,4.1,true
802,Chinese,Medium,Fort George,11:35,18:00,2.9,true
803,Spanish,Medium,Fresh Meadows,11:29,22:46,2.8,false
804,Argentine,Medium,Fort George,8:39,23:24,2.3,false
805,Russian,High,Corona,8:01,19:09,2.1,false
806,Argentine,High,Financial District,10:31,19:03,1.5,false
807,Mexican,Low,Jackson Heights,8:39,20:45,1.4,false
808,Indian,Low,Chelsea,8:05,13:46,2.6,false
809,Thai,Low,Union Square,10:27,23:40,4.9,false
810,Chinese,Medium,Douglaston,8:41,19:00,3.7,true
811,Thai,High,Midtown,10:55,17:15,2.3,true
812,Filipino,Medium,Jackson Heights,9:40,22:58,3.6,false
813,Indian,High,Corona,11:56,20:57,2.8,true
814,Greek,High,Financial District,10:14,19:09,2.6,false
815,Argentine,Low,Gramercy,10:47,20:31,4.1,false
816,Japanese,Medium,Astoria,11:06,22:37,3.9,false
817,Lebanese,High,Richmond Hill,11:56,17:26,2.3,true
818,Mediterranean,Medium,Richmond Hill,8:54,17:59,4.7,true
819,Korean,High,Fresh Meadows,9:52,13:59,4.3,false
820,Japanese,Medium,Kew Gardens,8:59,13:15,1.4,false
821,Korean,High,South Ozone Park,10:47,17:01,1.6,true
822,Ethiopian,Low,Union Square,9:10,16:58,4.6,true
823,Argentine,High,East Harlem,10:37,20:35,4.0,true
824,Greek,Medium,Chelsea,8:41,16:10,3.7,false
825,Polish,Medium,Flushing,8:48,20:17,1.6,false
826,Greek,Low,SoHo,9:19,12:55,4.8,true
827,Spanish,High,Ozone Park,8:40,22:58,2.7,false
828,Turkish,Low,Elmhurst,11:42,20:54,1.4,true
829,Peruvian,High,Morningside Heights,8:21,17:46,3.2,false
830,Italian,High,Nolita,11:32,23:36,3.8,true
831,Spanish,High,Elmhurst,10:31,17:45,3.5,true
832,Japanese,Medium,Long Island City,11:59,15:33,3.9,false
833,French,High,Lower East Side,8:14,15:51,1.0,false
834,Lebanese,Medium,Jamaica,11:56,22:51,3.6,false
835,Ethiopian,Low,Little Italy,8:40,20:52,4.1,true
836,Chinese,Low,Douglaston,9:48,19:14,2.4,true
837,Chinese,Low,Murray Hill,11:23,16:34,2.4,true
838,Turkish,Low,Hell's Kitchen,9:33,19:36,2.7,false
839,Japanese,Medium,Middle Village,10:40,15:22,3.4,true
840,German,High,Murray Hill,8:21,13:14,1.5,true
841,Brazilian,High,Nolita,9:45,15:47,1.8,true
842,American,High,Jackson Heights,10:31,17:00,3.2,true
843,Russian,High,Jamaica,8:19,22:31,4.9,false
844,Moroccan,High,Nolita,10:54,23:42,4.3,false
845,Greek,High,Ozone Park,9:19,21:21,2.9,false
846,Filipino,High,Sunnyside,8:49,18:30,1.5,false
847,Spanish,Medium,Chinatown,11:46,22:26,1.6,false
848,Japanese,High,Upper East Side,11:27,21:36,2.5,true
849,Turkish,High,Glendale,8:40,16:30,2.9,true
850,Greek,Medium,Midtown,11:28,16:29,2.3,true
851,Lebanese,Low,Astoria,8:13,13:23,3.7,false
852,Mediterranean,Medium,Kew Gardens,9:21,19:00,4.7,true
853,Korean,High,Little Neck,11:35,21:06,4.5,true
854,Polish,High,Fresh Meadows,9:00,21:26,2.8,true
855,Brazilian,Low,Flatiron District,10:30,23:54,1.0,false
856,Russian,Medium,Flatiron District,10:13,16:29,1.6,true
857,Russian,Medium,Flatiron District,10:10,14:41,2.3,false
858,Italian,Medium,Meatpacking District,10:10,13:39,3.2,false
859,Korean,Low,Chelsea,8:25,12:54,2.3,true
860,Indian,High,Nolita,11:08,14:10,3.9,false
861,Russian,Medium,Washington Heights,11:15,23:19,4.3,false
862,Greek,Low,Flushing,9:23,22:24,1.5,true
863,Mexican,Medium,Kew Gardens,11:19,21:17,4.5,false
864,Italian,Low,Flatiron District,9:05,21:48,2.3,false
865,American,Medium,Queens Village,8:26,23:01,4.8,false
866,Argentine,Medium,Nolita,11:14,23:57,2.2,false
867,Japanese,Medium,Astoria,10:20,23:49,2.3,true
868,Mexican,Low,Queens Village,8:06,19:34,3.0,false
869,German,High,Elmhurst,11:07,15:10,2.3,true
870,Greek,High,Hollis,11:14,13:44,3.5,true
871,Moroccan,Medium,Rego Park,10:46,20:39,2.7,true
872,Italian,Low,Union Square,10:20,17:57,4.0,false
873,Russian,Low,Lower East Side,9:06,19:10,1.6,false
874,Italian,High,Richmond Hill,11:14,12:21,4.4,true
875,Indian,Medium,Flushing,10:49,15:12,4.8,false
876,Vietnamese,Low,Richmond Hill,9:52,14:42,2.7,true
877,American,Medium,Ridgewood,9:41,16:04,1.8,false
878,German,High,Woodhaven,10:26,22:21,3.2,false
879,Vietnamese,Low,Long Island City,8:35,12:29,2.8,false
880,French,Low,Richmond Hill,9:32,20:13,2.0,true
881,French,Medium,Gramercy,9:54,17:26,3.5,true
882,Brazilian,High,Lower East Side,11:56,17:01,3.5,true
883,Spanish,Low,Lower East Side,8:52,23:26,3.5,true
884,Thai,Medium,Gramercy,8:51,15:50,3.7,false
885,Spanish,Medium,Murray Hill,11:53,20:21,1.4,true
886,Lebanese,High,Long Island City,11:57,12:42,2.0,false
887,Thai,Medium,Astoria,8:45,12:52,1.3,false
888,Russian,Low,East Village,8:20,17:49,2.6,false
889,Ethiopian,High,Corona,8:14,20:58,3.0,true
890,Vietnamese,Medium,Jamaica,9:48,20:51,3.4,true
891,German,High,Middle Village,11:26,23:26,4.5,false
892,Polish,Low,Union Square,8:01,18:09,2.1,true
893,Caribbean,High,Douglaston,8:08,19:38,2.8,false
894,German,High,Fort George,10:29,13:08,1.1,false
895,Caribbean,Medium,Jackson Heights,8:16,14:49,3.4,true
896,Vietnamese,Medium,South Ozone Park,9:52,12:23,1.8,false
897,Russian,Low,Forest Hills,10:41,13:00,2.7,true
898,American,High,Flatiron District,8:58,17:15,1.4,false
899,American,High,Morningside Heights,8:31,21:28,3.5,true
900,Brazilian,Low,Lower East Side,9:12,13:34,2.1,false
901,Lebanese,High,Woodside,11:34,16:09,3.4,false
902,Russian,Medium,Sunnyside,10:00,16:25,3.2,false
903,Japanese,Low,Fresh Meadows,10:33,18:57,2.7,true
904,Argentine,Low,Upper East Side,10:03,16:33,2.1,false
905,Filipino,Low,Hollis,8:20,19:18,4.6,false
906,Filipino,High,Hell's Kitchen,8:05,15:01,4.9,false
907,Mediterranean,Medium,Middle Village,8:09,12:52,3.8,true
908,Russian,Low,Flatiron District,10:50,14:14,4.3,true
909,Ethiopian,Low,East Harlem,10:33,16:12,3.1,true
910,Mediterranean,Medium,Bayside,10:52,14:17,4.9,false
911,American,High,Harlem,10:52,16:49,3.9,false
912,Thai,Low,SoHo,8:26,14:01,4.5,true
913,Korean,Medium,Astoria,9:32,17:21,4.8,true
914,Mexican,Medium,Corona,11:06,15:56,1.6,false
915,Mexican,Medium,Upper East Side,9:20,14:02,3.3,true
916,Ethiopian,High,Middle Village,9:31,23:30,2.8,true
917,Mediterranean,High,Elmhurst,8:50,17:06,3.1,false
918,Mediterranean,Medium,Douglaston,9:26,23:14,2.1,false
919,Russian,Low,East Harlem,9:32,23:32,4.8,true
920,Mediterranean,Medium,South Ozone Park,9:36,20:07,5.0,true
921,Vietnamese,Low,Harlem,9:22,14:45,3.3,false
922,German,High,Hell's Kitchen,8:47,21:54,2.3,true
923,Italian,Medium,East Village,9:55,21:28,3.2,false
924,American,High,Midtown,8:05,16:29,4.2,false
925,Peruvian,Medium,Tribeca,11:04,19:14,4.9,false
926,Brazilian,High,Middle Village,11:35,23:00,2.9,false
927,Thai,Medium,Greenwich Village,9:48,22:26,3.7,false
